date_old,date,time,temp,cum_precipitation,humidity,insolation,sunshine,wind,wind_direction,sea_lvl_pressure,pressure
2019-10-03 오후 2:19:00,2019-10-03,14,26.9,4.6,54.2,7.16,9720,2.6,283.9,1005.6,996
2019-10-03 오후 2:20:00,2019-10-03,14,26.8,4.6,52.3,7.18,9780,2.9,314.5,1005.6,996
2019-10-03 오후 2:21:00,2019-10-03,14,26.9,4.6,51.5,7.2,9840,2.5,340.5,1005.6,996
2019-10-03 오후 2:22:00,2019-10-03,14,26.9,4.6,52.9,7.21,9900,2.3,318.9,1005.6,996
2019-10-03 오후 2:23:00,2019-10-03,14,27,4.6,52,7.26,9960,4.2,276.7,1005.6,996
2019-10-03 오후 2:24:00,2019-10-03,14,27,4.6,52.3,7.31,10020,4.9,318.6,1005.6,996
2019-10-03 오후 2:25:00,2019-10-03,14,27,4.6,52.2,7.33,10080,3.7,316.2,1005.6,996
2019-10-03 오후 2:26:00,2019-10-03,14,27.1,4.6,52.2,7.35,10140,2.9,293.8,1005.6,996
2019-10-03 오후 2:27:00,2019-10-03,14,27.1,4.6,50.4,7.37,10200,2.3,314.1,1005.6,996
2019-10-03 오후 2:28:00,2019-10-03,14,27,4.6,51,7.39,10260,4,308,1005.6,996
2019-10-03 오후 2:29:00,2019-10-03,14,27.1,4.6,53.3,7.41,10320,3.7,323.3,1005.6,996
2019-10-03 오후 2:30:00,2019-10-03,14,27.1,4.6,49.9,7.44,10380,2.4,307.2,1005.6,996
2019-10-03 오후 2:31:00,2019-10-03,14,27,4.6,49.8,7.47,10440,4.6,310.6,1005.7,996.1
2019-10-03 오후 2:32:00,2019-10-03,14,27.1,4.6,48.7,7.52,10500,3.3,294.9,1005.7,996.1
2019-10-03 오후 2:33:00,2019-10-03,14,27.2,4.6,52.3,7.56,10560,3.4,319.4,1005.7,996.1
2019-10-03 오후 2:34:00,2019-10-03,14,27.2,4.6,50.4,7.59,10620,4.2,312.2,1005.7,996.1
2019-10-03 오후 2:35:00,2019-10-03,14,27.3,4.6,49.6,7.61,10680,3.9,313.5,1005.7,996.1
2019-10-03 오후 2:36:00,2019-10-03,14,27.3,4.6,48.9,7.63,10740,3.3,302,1005.8,996.2
2019-10-03 오후 2:37:00,2019-10-03,14,27.3,4.6,49.1,7.65,10800,2.8,265.8,1005.7,996.1
2019-10-03 오후 2:38:00,2019-10-03,14,27.3,4.6,48.3,7.67,10860,5,260.4,1005.8,996.2
2019-10-03 오후 2:39:00,2019-10-03,14,27.2,4.6,48,7.69,10920,5,277.7,1005.7,996.1
2019-10-03 오후 2:40:00,2019-10-03,14,27.2,4.6,49.6,7.71,10980,3.4,276.5,1005.8,996.2
2019-10-03 오후 2:41:00,2019-10-03,14,27.1,4.6,51.5,7.73,11040,3,288.6,1005.7,996.1
2019-10-03 오후 2:42:00,2019-10-03,14,26.9,4.6,51.1,7.76,11100,4.3,285.1,1005.8,996.2
2019-10-03 오후 2:43:00,2019-10-03,14,27.1,4.6,49.9,7.78,11160,4.3,270.9,1005.8,996.2
2019-10-03 오후 2:44:00,2019-10-03,14,27,4.6,49.1,7.79,11220,5,274.6,1005.8,996.2
2019-10-03 오후 2:45:00,2019-10-03,14,26.8,4.6,50.1,7.81,11280,5.4,279.1,1005.8,996.2
2019-10-03 오후 2:46:00,2019-10-03,14,26.9,4.6,51,7.82,11340,4.6,301,1005.8,996.2
2019-10-03 오후 2:47:00,2019-10-03,14,26.9,4.6,51,7.83,11400,5.8,284.9,1005.8,996.2
2019-10-03 오후 2:48:00,2019-10-03,14,26.7,4.6,52.9,7.85,11460,3.9,299.1,1005.8,996.2
2019-10-03 오후 2:49:00,2019-10-03,14,26.8,4.6,52.4,7.86,11460,3.9,307.2,1005.9,996.3
2019-10-03 오후 2:50:00,2019-10-03,14,26.7,4.6,54.1,7.88,11460,3.7,286.3,1005.9,996.3
2019-10-03 오후 2:51:00,2019-10-03,14,26.8,4.6,52.5,7.89,11460,5.2,267.6,1005.9,996.3
2019-10-03 오후 2:52:00,2019-10-03,14,26.7,4.6,52,7.9,11460,5.3,279.7,1005.9,996.3
2019-10-03 오후 2:53:00,2019-10-03,14,26.7,4.6,51.8,7.92,11520,5.7,277.8,1005.9,996.3
2019-10-03 오후 2:54:00,2019-10-03,14,26.6,4.6,52,7.94,11580,5.1,299,1005.9,996.3
2019-10-03 오후 2:55:00,2019-10-03,14,26.7,4.6,53.3,7.96,11640,5,293.8,1005.9,996.3
2019-10-03 오후 2:56:00,2019-10-03,14,26.6,4.6,54,8,11700,4.5,287.1,1005.9,996.3
2019-10-03 오후 2:57:00,2019-10-03,14,26.6,4.6,52.7,8.02,11760,2.8,288,1005.9,996.3
2019-10-03 오후 2:58:00,2019-10-03,14,26.7,4.6,53.9,8.04,11820,3.5,288.1,1005.9,996.3
2019-10-03 오후 2:59:00,2019-10-03,14,26.7,4.6,52.5,8.05,11880,2.8,289.9,1005.9,996.3
2019-10-03 오후 3:00:00,2019-10-03,15,26.7,4.6,52.2,8.06,11940,2.5,278.3,1005.9,996.3
2019-10-03 오후 3:01:00,2019-10-03,15,26.7,4.6,51.3,8.08,12000,2.6,299.1,1005.9,996.3
2019-10-03 오후 3:02:00,2019-10-03,15,26.7,4.6,52.3,8.09,12060,2.9,289.5,1005.9,996.3
2019-10-03 오후 3:03:00,2019-10-03,15,26.7,4.6,51.2,8.1,12120,4,308.3,1005.9,996.3
2019-10-03 오후 3:04:00,2019-10-03,15,26.7,4.6,54.7,8.13,12180,3.8,308.2,1005.9,996.3
2019-10-03 오후 3:05:00,2019-10-03,15,26.8,4.6,54,8.14,12240,2.4,283.9,1005.9,996.3
2019-10-03 오후 3:06:00,2019-10-03,15,26.8,4.6,53.5,8.18,12300,3,310,1006,996.4
2019-10-03 오후 3:07:00,2019-10-03,15,26.9,4.6,54.1,8.22,12360,2.7,288,1006,996.4
2019-10-03 오후 3:08:00,2019-10-03,15,27,4.6,50.5,8.24,12420,3.1,254.2,1006,996.4
2019-10-03 오후 3:09:00,2019-10-03,15,27,4.6,49.9,8.25,12480,3.1,261.6,1006,996.4
2019-10-03 오후 3:10:00,2019-10-03,15,27,4.6,50.2,8.27,12540,4.7,291.9,1006,996.4
2019-10-03 오후 3:11:00,2019-10-03,15,27,4.6,51.4,8.28,12600,4.3,302.8,1006,996.4
2019-10-03 오후 3:12:00,2019-10-03,15,27,4.6,51.4,8.29,12660,4.3,293.8,1006,996.4
2019-10-03 오후 3:13:00,2019-10-03,15,26.9,4.6,51.1,8.31,12720,4.3,288.1,1006,996.4
2019-10-03 오후 3:14:00,2019-10-03,15,26.9,4.6,52.2,8.31,12780,3,279.9,1006.1,996.5
2019-10-03 오후 3:15:00,2019-10-03,15,26.9,4.6,52.5,8.32,12840,3.3,275.1,1006.1,996.5
2019-10-03 오후 3:16:00,2019-10-03,15,26.8,4.6,52.1,8.33,12840,4.3,284.2,1006.1,996.5
2019-10-03 오후 3:17:00,2019-10-03,15,26.8,4.6,51.9,8.34,12840,3.9,300.8,1006.1,996.5
2019-10-03 오후 3:18:00,2019-10-03,15,26.7,4.6,53.1,8.35,12840,4,293.5,1006.1,996.5
2019-10-03 오후 3:19:00,2019-10-03,15,26.7,4.6,52.7,8.35,12840,3.6,306.3,1006.1,996.5
2019-10-03 오후 3:20:00,2019-10-03,15,26.7,4.6,53.3,8.35,12840,3.6,304.9,1006.1,996.5
2019-10-03 오후 3:21:00,2019-10-03,15,26.6,4.6,54.4,8.37,12840,4,289.8,1006.3,996.6
2019-10-03 오후 3:22:00,2019-10-03,15,26.6,4.6,54.7,8.39,12900,2.9,312.2,1006.3,996.6
2019-10-03 오후 3:23:00,2019-10-03,15,26.5,4.6,58.2,8.43,12960,2.3,289.9,1006.3,996.6
2019-10-03 오후 3:24:00,2019-10-03,15,26.6,4.6,54.5,8.45,13020,2.8,304.4,1006.3,996.6
2019-10-03 오후 3:25:00,2019-10-03,15,26.6,4.6,53,8.47,13080,2.1,284.6,1006.3,996.6
2019-10-03 오후 3:26:00,2019-10-03,15,26.6,4.6,53.4,8.47,13140,1.9,302.2,1006.3,996.6
2019-10-03 오후 3:27:00,2019-10-03,15,26.6,4.6,54.9,8.49,13200,2.4,292,1006.3,996.6
2019-10-03 오후 3:28:00,2019-10-03,15,26.6,4.6,53.5,8.5,13260,2.4,303.9,1006.3,996.6
2019-10-03 오후 3:29:00,2019-10-03,15,26.6,4.6,55.7,8.51,13320,2.6,312.5,1006.4,996.7
2019-10-03 오후 3:30:00,2019-10-03,15,26.7,4.6,55.8,8.51,13380,3.4,280.4,1006.3,996.7
2019-10-03 오후 3:31:00,2019-10-03,15,26.6,4.6,54,8.52,13440,5.2,283.7,1006.4,996.7
2019-10-03 오후 3:32:00,2019-10-03,15,26.6,4.6,52.6,8.53,13500,4.4,295.8,1006.4,996.7
2019-10-03 오후 3:33:00,2019-10-03,15,26.4,4.6,53.5,8.54,13500,4.7,325,1006.4,996.7
2019-10-03 오후 3:34:00,2019-10-03,15,26.4,4.6,54.8,8.54,13500,5.5,290.5,1006.4,996.7
2019-10-03 오후 3:35:00,2019-10-03,15,26.3,4.6,54.4,8.55,13500,4,317,1006.4,996.7
2019-10-03 오후 3:36:00,2019-10-03,15,26.3,4.6,54.7,8.56,13500,4.8,308.4,1006.4,996.7
2019-10-03 오후 3:37:00,2019-10-03,15,26.2,4.6,54.7,8.57,13500,3.4,307.6,1006.5,996.8
2019-10-03 오후 3:38:00,2019-10-03,15,26.3,4.6,57,8.57,13500,3.1,280.1,1006.5,996.8
2019-10-03 오후 3:39:00,2019-10-03,15,26.2,4.6,55.4,8.58,13500,3.1,267.7,1006.5,996.8
2019-10-03 오후 3:40:00,2019-10-03,15,26.2,4.6,54.1,8.59,13500,3.2,281,1006.5,996.8
2019-10-03 오후 3:41:00,2019-10-03,15,26.2,4.6,54.9,8.59,13500,3.2,282.2,1006.5,996.8
2019-10-03 오후 3:42:00,2019-10-03,15,26.1,4.6,56.1,8.6,13500,3.1,307.5,1006.5,996.8
2019-10-03 오후 3:43:00,2019-10-03,15,26.1,4.6,55.9,8.6,13500,4.4,287.1,1006.5,996.8
2019-10-03 오후 3:44:00,2019-10-03,15,26.1,4.6,55.5,8.62,13500,4.1,297.6,1006.5,996.8
2019-10-03 오후 3:45:00,2019-10-03,15,26.1,4.6,55.4,8.62,13500,4.6,310.8,1006.5,996.8
2019-10-03 오후 3:46:00,2019-10-03,15,26.1,4.6,56.6,8.63,13500,4.2,302.7,1006.5,996.8
2019-10-03 오후 3:47:00,2019-10-03,15,25.9,4.6,56.1,8.64,13560,4.4,287.3,1006.5,996.8
2019-10-03 오후 3:48:00,2019-10-03,15,25.9,4.6,57.1,8.67,13620,3.8,281.9,1006.5,996.8
2019-10-03 오후 3:49:00,2019-10-03,15,26,4.6,54.3,8.68,13680,4.1,277.7,1006.5,996.8
2019-10-03 오후 3:50:00,2019-10-03,15,26,4.6,55.2,8.72,13740,3.8,285.1,1006.4,996.7
2019-10-03 오후 3:51:00,2019-10-03,15,26,4.6,53.4,8.74,13800,4.9,281.7,1006.5,996.8
2019-10-03 오후 3:52:00,2019-10-03,15,26,4.6,52.9,8.76,13860,3.7,285.9,1006.4,996.7
2019-10-03 오후 3:53:00,2019-10-03,15,26.1,4.6,51.9,8.79,13920,4.3,293.3,1006.4,996.7
2019-10-03 오후 3:54:00,2019-10-03,15,26.2,4.6,52,8.81,13980,3.4,280.5,1006.5,996.8
2019-10-03 오후 3:55:00,2019-10-03,15,26.2,4.6,52,8.83,14040,4.4,289.1,1006.5,996.8
2019-10-03 오후 3:56:00,2019-10-03,15,26.3,4.6,51.7,8.85,14100,3.8,282.6,1006.5,996.8
2019-10-03 오후 3:57:00,2019-10-03,15,26.3,4.6,49.6,8.88,14160,3.3,299,1006.5,996.8
2019-10-03 오후 3:58:00,2019-10-03,15,26.3,4.6,48.4,8.89,14220,2.4,309.7,1006.5,996.8
2019-10-03 오후 3:59:00,2019-10-03,15,26.4,4.6,48,8.93,14280,2.1,326.9,1006.5,996.8
2019-10-03 오후 4:00:00,2019-10-03,16,26.4,4.6,50.3,8.95,14340,1.8,308.7,1006.5,996.8
2019-10-03 오후 4:01:00,2019-10-03,16,26.5,4.6,49.3,8.97,14400,1.6,255,1006.5,996.8
2019-10-03 오후 4:02:00,2019-10-03,16,26.4,4.6,49.2,8.99,14460,3.6,285.9,1006.5,996.8
2019-10-03 오후 4:03:00,2019-10-03,16,26.6,4.6,49,9.02,14520,3.7,288.6,1006.5,996.8
2019-10-03 오후 4:04:00,2019-10-03,16,26.5,4.6,47.8,9.04,14580,2.7,288.5,1006.5,996.8
2019-10-03 오후 4:05:00,2019-10-03,16,26.7,4.6,47.5,9.06,14640,3.2,272.6,1006.4,996.8
2019-10-03 오후 4:06:00,2019-10-03,16,26.6,4.6,48.8,9.08,14700,4.1,294.8,1006.5,996.8
2019-10-03 오후 4:07:00,2019-10-03,16,26.8,4.6,49.1,9.1,14760,3,294.7,1006.5,996.9
2019-10-03 오후 4:08:00,2019-10-03,16,26.7,4.6,48.1,9.13,14820,2.9,293.4,1006.5,996.9
2019-10-03 오후 4:09:00,2019-10-03,16,26.7,4.6,47.3,9.14,14880,2.8,281,1006.5,996.9
2019-10-03 오후 4:10:00,2019-10-03,16,26.9,4.6,48.9,9.17,14940,2.7,276.4,1006.5,996.9
2019-10-03 오후 4:11:00,2019-10-03,16,26.9,4.6,48.3,9.18,15000,2.3,256.4,1006.5,996.9
2019-10-03 오후 4:12:00,2019-10-03,16,27,4.6,47,9.21,15060,3.2,277.2,1006.5,996.9
2019-10-03 오후 4:13:00,2019-10-03,16,26.9,4.6,45.5,9.22,15120,3,283.8,1006.5,996.9
2019-10-03 오후 4:14:00,2019-10-03,16,27,4.6,45.7,9.25,15180,2.8,287.9,1006.5,996.9
2019-10-03 오후 4:15:00,2019-10-03,16,27,4.6,46.5,9.26,15240,3.6,288.5,1006.5,996.9
2019-10-03 오후 4:16:00,2019-10-03,16,27.1,4.6,47.8,9.28,15300,2.8,295.6,1006.6,997
2019-10-03 오후 4:17:00,2019-10-03,16,27.1,4.6,48.4,9.3,15360,3.4,301.4,1006.6,997
2019-10-03 오후 4:18:00,2019-10-03,16,27.1,4.6,48.7,9.31,15420,2.6,346.8,1006.6,997
2019-10-03 오후 4:19:00,2019-10-03,16,27.1,4.6,48.9,9.33,15480,2.4,312.7,1006.7,997.1
2019-10-03 오후 4:20:00,2019-10-03,16,27.1,4.6,49.8,9.35,15540,2.4,315.5,1006.7,997.1
2019-10-03 오후 4:21:00,2019-10-03,16,27.1,4.6,49.1,9.37,15600,3.8,306.7,1006.7,997.1
2019-10-03 오후 4:22:00,2019-10-03,16,27.2,4.6,47.9,9.38,15660,3.7,311.4,1006.7,997.1
2019-10-03 오후 4:23:00,2019-10-03,16,27.3,4.6,48.2,9.39,15720,2.8,326,1006.7,997.1
2019-10-03 오후 4:24:00,2019-10-03,16,27.2,4.6,45.4,9.42,15780,2.2,346.9,1006.7,997.1
2019-10-03 오후 4:25:00,2019-10-03,16,27.1,4.6,46.5,9.43,15840,1.1,320.1,1006.7,997.1
2019-10-03 오후 4:26:00,2019-10-03,16,27.3,4.6,46.4,9.45,15900,1.5,323.9,1006.7,997.1
2019-10-03 오후 4:27:00,2019-10-03,16,27.1,4.6,46.5,9.47,15960,3,354.1,1006.8,997.2
2019-10-03 오후 4:28:00,2019-10-03,16,27.3,4.6,46.5,9.49,16020,3.4,348.8,1006.8,997.2
2019-10-03 오후 4:29:00,2019-10-03,16,27.2,4.6,46.8,9.5,16080,4.4,351.5,1006.8,997.2
2019-10-03 오후 4:30:00,2019-10-03,16,27.3,4.6,47.9,9.52,16140,3.1,328.4,1006.8,997.2
2019-10-03 오후 4:31:00,2019-10-03,16,27.1,4.6,48.2,9.54,16200,2.5,328.6,1006.8,997.2
2019-10-03 오후 4:32:00,2019-10-03,16,27.2,4.6,47.8,9.55,16260,1.6,336.4,1006.9,997.3
2019-10-03 오후 4:33:00,2019-10-03,16,27.2,4.6,49.1,9.57,16320,2.6,307.4,1006.9,997.3
2019-10-03 오후 4:34:00,2019-10-03,16,27.2,4.6,49.1,9.59,16380,4.1,316.3,1006.8,997.2
2019-10-03 오후 4:35:00,2019-10-03,16,27.3,4.6,49,9.6,16440,4.1,316.9,1006.8,997.2
2019-10-03 오후 4:36:00,2019-10-03,16,27.3,4.6,47.4,9.62,16500,4.2,314.3,1006.8,997.2
2019-10-03 오후 4:37:00,2019-10-03,16,27.2,4.6,49.2,9.63,16560,3.3,349.2,1006.9,997.3
2019-10-03 오후 4:38:00,2019-10-03,16,27.2,4.6,48.8,9.64,16620,1.9,343,1006.9,997.3
2019-10-03 오후 4:39:00,2019-10-03,16,27.3,4.6,47.5,9.66,16680,2.2,17.4,1006.9,997.3
2019-10-03 오후 4:40:00,2019-10-03,16,27.2,4.6,47.7,9.67,16740,3.6,348.2,1006.9,997.3
2019-10-03 오후 4:41:00,2019-10-03,16,27.2,4.6,48.1,9.68,16800,2.8,348.4,1006.9,997.3
2019-10-03 오후 4:42:00,2019-10-03,16,27.3,4.6,48.4,9.7,16860,2.3,355.2,1006.9,997.3
2019-10-03 오후 4:43:00,2019-10-03,16,27.1,4.6,48.7,9.71,16920,2.9,344.5,1006.9,997.3
2019-10-03 오후 4:44:00,2019-10-03,16,27.1,4.6,49,9.72,16980,3.3,347.3,1006.9,997.3
2019-10-03 오후 4:45:00,2019-10-03,16,27.1,4.6,50.1,9.74,17040,1.3,358.5,1006.9,997.3
2019-10-03 오후 4:46:00,2019-10-03,16,27.1,4.6,49.3,9.75,17100,2.2,2.9,1007,997.4
2019-10-03 오후 4:47:00,2019-10-03,16,27.1,4.6,50.5,9.76,17160,2.7,346.3,1007,997.4
2019-10-03 오후 4:48:00,2019-10-03,16,27.1,4.6,50.3,9.77,17220,2.2,355,1007,997.4
2019-10-03 오후 4:49:00,2019-10-03,16,27,4.6,50.7,9.78,17280,1.7,0.4,1007,997.4
2019-10-03 오후 4:50:00,2019-10-03,16,27.1,4.6,49.9,9.8,17340,2.8,306.5,1007,997.4
2019-10-03 오후 4:51:00,2019-10-03,16,27,4.6,50.2,9.81,17400,3.7,301.3,1007,997.4
2019-10-03 오후 4:52:00,2019-10-03,16,27,4.6,48.2,9.82,17460,3.5,316.5,1007,997.4
2019-10-03 오후 4:53:00,2019-10-03,16,27.1,4.6,49,9.83,17520,2.6,335.3,1007.1,997.5
2019-10-03 오후 4:54:00,2019-10-03,16,26.9,4.6,49.7,9.84,17580,1.9,348.9,1007.1,997.5
2019-10-03 오후 4:55:00,2019-10-03,16,27.1,4.6,48.8,9.85,17640,3,347.6,1007.1,997.5
2019-10-03 오후 4:56:00,2019-10-03,16,27.1,4.6,48.7,9.85,17700,2.2,13,1007.1,997.5
2019-10-03 오후 4:57:00,2019-10-03,16,26.9,4.6,50.2,9.87,17760,3.7,325.2,1007.1,997.5
2019-10-03 오후 4:58:00,2019-10-03,16,27.1,4.6,48.8,9.88,17820,3.4,333.6,1007.1,997.5
2019-10-03 오후 4:59:00,2019-10-03,16,26.9,4.6,51,9.89,17880,2.9,318.5,1007.1,997.5
2019-10-03 오후 5:00:00,2019-10-03,17,27,4.6,51.1,9.89,17940,2.1,349.2,1007.1,997.5
2019-10-03 오후 5:01:00,2019-10-03,17,26.8,4.6,50.6,9.89,18000,2.6,318.2,1007.2,997.5
2019-10-03 오후 5:02:00,2019-10-03,17,27,4.6,49.9,9.91,18060,1.4,325.8,1007.1,997.5
2019-10-03 오후 5:03:00,2019-10-03,17,26.8,4.6,50.8,9.92,18120,3,312.5,1007.2,997.5
2019-10-03 오후 5:04:00,2019-10-03,17,26.9,4.6,50.1,9.93,18180,1.8,348,1007.1,997.5
2019-10-03 오후 5:05:00,2019-10-03,17,26.8,4.6,49.4,9.93,18240,3.8,349.2,1007.3,997.6
2019-10-03 오후 5:06:00,2019-10-03,17,26.8,4.6,48.2,9.95,18300,2.3,343.6,1007.3,997.6
2019-10-03 오후 5:07:00,2019-10-03,17,26.9,4.6,48.6,9.95,18360,1.7,355.5,1007.2,997.6
2019-10-03 오후 5:08:00,2019-10-03,17,26.8,4.6,48.3,9.96,18420,1.2,344.5,1007.3,997.6
2019-10-03 오후 5:09:00,2019-10-03,17,26.9,4.6,49.7,9.97,18480,2.4,328.5,1007.2,997.6
2019-10-03 오후 5:10:00,2019-10-03,17,26.8,4.6,49.6,9.97,18540,2,323.1,1007.3,997.6
2019-10-03 오후 5:11:00,2019-10-03,17,26.9,4.6,49.1,9.97,18600,2.1,346.5,1007.2,997.6
2019-10-03 오후 5:12:00,2019-10-03,17,26.8,4.6,50.1,9.99,18660,4.1,323.4,1007.3,997.6
2019-10-03 오후 5:13:00,2019-10-03,17,26.8,4.6,50.9,10,18720,2.5,343.3,1007.4,997.7
2019-10-03 오후 5:14:00,2019-10-03,17,26.6,4.6,51,10,18780,2.6,342.8,1007.4,997.7
2019-10-03 오후 5:15:00,2019-10-03,17,26.7,4.6,50.7,10.01,18840,3.1,1,1007.4,997.7
2019-10-03 오후 5:16:00,2019-10-03,17,26.6,4.6,50.1,10.01,18900,3.6,334.1,1007.4,997.7
2019-10-03 오후 5:17:00,2019-10-03,17,26.6,4.6,51,10.02,18960,3.4,356.2,1007.4,997.7
2019-10-03 오후 5:18:00,2019-10-03,17,26.6,4.6,50.7,10.03,19020,2.5,344.4,1007.4,997.7
2019-10-03 오후 5:19:00,2019-10-03,17,26.5,4.6,50.6,10.03,19080,2.6,346.4,1007.5,997.8
2019-10-03 오후 5:20:00,2019-10-03,17,26.5,4.6,50.9,10.04,19140,3,337.2,1007.5,997.8
2019-10-03 오후 5:21:00,2019-10-03,17,26.4,4.6,51.7,10.05,19200,2.4,346.8,1007.5,997.8
2019-10-03 오후 5:22:00,2019-10-03,17,26.3,4.6,51,10.05,19260,1.8,352,1007.5,997.8
2019-10-03 오후 5:23:00,2019-10-03,17,26.4,4.6,52.1,10.06,19320,2.6,4.4,1007.5,997.8
2019-10-03 오후 5:24:00,2019-10-03,17,26.3,4.6,50.6,10.06,19380,2.5,16.8,1007.5,997.8
2019-10-03 오후 5:25:00,2019-10-03,17,26.4,4.6,51.7,10.07,19440,1.9,353.6,1007.5,997.8
2019-10-03 오후 5:26:00,2019-10-03,17,26.3,4.6,51.1,10.07,19500,2.7,353.2,1007.6,997.9
2019-10-03 오후 5:27:00,2019-10-03,17,26.2,4.6,51.1,10.08,19560,2.5,349.4,1007.6,997.9
2019-10-03 오후 5:28:00,2019-10-03,17,26.3,4.6,52.7,10.08,19620,1.6,349.3,1007.6,997.9
2019-10-03 오후 5:29:00,2019-10-03,17,26.2,4.6,52.7,10.08,19680,2.4,4,1007.6,997.9
2019-10-03 오후 5:30:00,2019-10-03,17,26.2,4.6,51.6,10.09,19740,2.6,358.6,1007.6,997.9
2019-10-03 오후 5:31:00,2019-10-03,17,26.1,4.6,51.8,10.09,19800,2.7,352.2,1007.6,997.9
2019-10-03 오후 5:32:00,2019-10-03,17,26.1,4.6,52.1,10.09,19860,3.2,351.6,1007.6,997.9
2019-10-03 오후 5:33:00,2019-10-03,17,26,4.6,52.8,10.1,19920,3.5,342.5,1007.6,997.9
2019-10-03 오후 5:34:00,2019-10-03,17,26.1,4.6,53.5,10.1,19980,3.2,337.9,1007.6,997.9
2019-10-03 오후 5:35:00,2019-10-03,17,25.8,4.6,53.2,10.1,20040,3.6,350.8,1007.6,997.9
2019-10-03 오후 5:36:00,2019-10-03,17,26,4.6,54.6,10.1,20100,3.2,326.3,1007.6,997.9
2019-10-03 오후 5:37:00,2019-10-03,17,25.8,4.6,54,10.1,20160,2.5,331.2,1007.6,997.9
2019-10-03 오후 5:38:00,2019-10-03,17,25.7,4.6,53.2,10.1,20220,3,343.5,1007.6,997.9
2019-10-03 오후 5:39:00,2019-10-03,17,25.8,4.6,53.3,10.12,20280,1.7,342.9,1007.6,997.9
2019-10-03 오후 5:40:00,2019-10-03,17,25.7,4.6,53.9,10.12,20340,2.3,316.5,1007.6,997.9
2019-10-03 오후 5:41:00,2019-10-03,17,25.5,4.6,53.5,10.12,20400,3,327.7,1007.6,997.9
2019-10-03 오후 5:42:00,2019-10-03,17,25.7,4.6,54,10.12,20460,2.5,315.9,1007.6,997.9
2019-10-03 오후 5:43:00,2019-10-03,17,25.6,4.6,55.5,10.12,20520,1.5,318,1007.5,997.8
2019-10-03 오후 5:44:00,2019-10-03,17,25.6,4.6,55.8,10.13,20580,2.1,350.5,1007.5,997.8
2019-10-03 오후 5:45:00,2019-10-03,17,25.5,4.6,55.5,10.13,20640,2.6,354.9,1007.5,997.8
2019-10-03 오후 5:46:00,2019-10-03,17,25.6,4.6,55.9,10.13,20700,2.3,342.5,1007.5,997.8
2019-10-03 오후 5:47:00,2019-10-03,17,25.5,4.6,55.5,10.13,20760,3,338.4,1007.5,997.8
2019-10-03 오후 5:48:00,2019-10-03,17,25.5,4.6,55.9,10.13,20820,2.5,317,1007.6,997.9
2019-10-03 오후 5:49:00,2019-10-03,17,25.4,4.6,56.5,10.13,20880,3,331.5,1007.6,997.9
2019-10-03 오후 5:50:00,2019-10-03,17,25.4,4.6,56.2,10.13,20940,3.4,329.5,1007.6,997.9
2019-10-03 오후 5:51:00,2019-10-03,17,25.5,4.6,56.5,10.14,21000,3.1,339.1,1007.6,997.9
2019-10-03 오후 5:52:00,2019-10-03,17,25.3,4.6,56.7,10.14,21060,2.1,333.2,1007.6,997.9
2019-10-03 오후 5:53:00,2019-10-03,17,25.3,4.6,58,10.14,21120,3,331.2,1007.6,997.9
2019-10-03 오후 5:54:00,2019-10-03,17,25.3,4.6,58.6,10.14,21180,2.3,326.4,1007.7,998
2019-10-03 오후 5:55:00,2019-10-03,17,25.1,4.6,58.3,10.14,21180,2.7,330,1007.7,998
2019-10-03 오후 5:56:00,2019-10-03,17,25.2,4.6,58.9,10.14,21180,2.2,311.9,1007.7,998
2019-10-03 오후 5:57:00,2019-10-03,17,25.1,4.6,59.3,10.14,21180,2.4,317,1007.7,998
2019-10-03 오후 5:58:00,2019-10-03,17,25.1,4.6,59.3,10.14,21180,2.3,323.5,1007.7,998
2019-10-03 오후 5:59:00,2019-10-03,17,25,4.6,59.2,10.14,21180,2.4,329.6,1007.7,998
2019-10-03 오후 6:00:00,2019-10-03,18,25,4.6,59.3,10.14,21180,2.8,314.1,1007.7,998
2019-10-03 오후 6:01:00,2019-10-03,18,25,4.6,59.6,10.14,21180,3.2,317.4,1007.7,998
2019-10-03 오후 6:02:00,2019-10-03,18,24.9,4.6,60.4,10.14,21180,2.9,330.2,1007.7,998
2019-10-03 오후 6:03:00,2019-10-03,18,24.8,4.6,60.3,10.14,21180,2.3,321.6,1007.8,998.1
2019-10-03 오후 6:04:00,2019-10-03,18,24.8,4.6,60.6,10.14,21180,2.4,316.5,1007.8,998.1
2019-10-03 오후 6:05:00,2019-10-03,18,24.7,4.6,60.4,10.14,21180,2.5,333.7,1007.7,998
2019-10-03 오후 6:06:00,2019-10-03,18,24.8,4.6,60.2,10.14,21180,2,326.6,1007.8,998.1
2019-10-03 오후 6:07:00,2019-10-03,18,24.7,4.6,60.1,10.14,21180,2.4,335.2,1007.8,998.1
2019-10-03 오후 6:08:00,2019-10-03,18,24.7,4.6,60.1,10.14,21180,2.3,335,1007.8,998.1
2019-10-03 오후 6:09:00,2019-10-03,18,24.7,4.6,60.3,10.14,21180,1.9,344.8,1007.8,998.1
2019-10-03 오후 6:10:00,2019-10-03,18,24.6,4.6,60.3,10.14,21180,2.1,332.7,1007.8,998.1
2019-10-03 오후 6:11:00,2019-10-03,18,24.7,4.6,60.4,10.14,21180,1.5,310.7,1007.8,998.1
